"","Countrycode","Country.or.Area","Subgroup","Source","Year","Value","Region"
"2132","ROU","Romania","Female","UNESCO_UIS Database_Sep2007",2003,1095530,"Europe & Central Asia"
"2133","ROU","Romania","Female","UNESCO_UIS Database_Sep2007",2001,1109632,"Europe & Central Asia"
"2134","ROU","Romania","Female","UNESCO_UIS Database_Sep2007",2005,1028780,"Europe & Central Asia"
"2135","ROU","Romania","Male","UNESCO_UIS Database_Sep2007",1999,1123569,"Europe & Central Asia"
"2136","ROU","Romania","Male","UNESCO_UIS Database_Sep2007",2000,1126801,"Europe & Central Asia"
"2137","ROU","Romania","Male","UNESCO_UIS Database_Sep2007",2001,1139170,"Europe & Central Asia"
"2138","ROU","Romania","Male","UNESCO_UIS Database_Sep2007",2002,1141130,"Europe & Central Asia"
"2139","ROU","Romania","Male","UNESCO_UIS Database_Sep2007",2003,1122594,"Europe & Central Asia"
"2140","ROU","Romania","Male","UNESCO_UIS Database_Sep2007",2004,1092847,"Europe & Central Asia"
"2141","ROU","Romania","Male","UNESCO_UIS Database_Sep2007",2005,1060866,"Europe & Central Asia"
"2142","ROU","Romania","Female","UNESCO_UIS Database_Sep2007",2004,1061887,"Europe & Central Asia"
"2143","RUS","Russian Federation","Female","UNESCO_UIS Database_Sep2007",2000,7517979,"Europe & Central Asia"
"2144","RUS","Russian Federation","Female","UNESCO_UIS Database_Sep2007",2001,7517979,"Europe & Central Asia"
"2145","RUS","Russian Federation","Female","UNESCO_UIS Database_Sep2007",2003,7103649,"Europe & Central Asia"
"2146","RUS","Russian Federation","Female","UNESCO_UIS Database_Sep2007",1999,7517979,"Europe & Central Asia"
"2147","RUS","Russian Federation","Male","UNESCO_UIS Database_Sep2007",2000,7822432,"Europe & Central Asia"
"2148","RUS","Russian Federation","Female","UNESCO_UIS Database_Sep2007",2004,6615937,"Europe & Central Asia"
"2149","RUS","Russian Federation","Female","UNESCO_UIS Database_Sep2007",2005,6048827,"Europe & Central Asia"
"2150","RUS","Russian Federation","Male","UNESCO_UIS Database_Sep2007",1999,7822432,"Europe & Central Asia"
"2151","RUS","Russian Federation","Male","UNESCO_UIS Database_Sep2007",2004,6942967,"Europe & Central Asia"
"2152","RUS","Russian Federation","Male","UNESCO_UIS Database_Sep2007",2001,7822432,"Europe & Central Asia"
"2153","RUS","Russian Federation","Male","UNESCO_UIS Database_Sep2007",2002,7822432,"Europe & Central Asia"
"2154","RUS","Russian Federation","Male","UNESCO_UIS Database_Sep2007",2003,7418169,"Europe & Central Asia"
"2155","RUS","Russian Federation","Male","UNESCO_UIS Database_Sep2007",2005,6384328,"Europe & Central Asia"
"2156","RUS","Russian Federation","Female","UNESCO_UIS Database_Sep2007",2002,7517979,"Europe & Central Asia"
"2157","RWA","Rwanda","Female","UNESCO_UIS Database_Sep2007",2004,97011,"Sub-Saharan Africa"
"2158","RWA","Rwanda","Female","UNESCO_UIS Database_Sep2007",1999,53481,"Sub-Saharan Africa"
"2159","RWA","Rwanda","Female","UNESCO_UIS Database_Sep2007",2001,81137,"Sub-Saharan Africa"
"2160","RWA","Rwanda","Female","UNESCO_UIS Database_Sep2007",2002,89820,"Sub-Saharan Africa"
"2161","RWA","Rwanda","Female","UNESCO_UIS Database_Sep2007",2005,97079,"Sub-Saharan Africa"
"2162","RWA","Rwanda","Male","UNESCO_UIS Database_Sep2007",1999,51811,"Sub-Saharan Africa"
"2163","RWA","Rwanda","Male","UNESCO_UIS Database_Sep2007",2000,65966,"Sub-Saharan Africa"
"2164","RWA","Rwanda","Male","UNESCO_UIS Database_Sep2007",2001,82439,"Sub-Saharan Africa"
"2165","RWA","Rwanda","Male","UNESCO_UIS Database_Sep2007",2002,99333,"Sub-Saharan Africa"
"2166","RWA","Rwanda","Male","UNESCO_UIS Database_Sep2007",2003,99333,"Sub-Saharan Africa"
"2167","RWA","Rwanda","Male","UNESCO_UIS Database_Sep2007",2004,106540,"Sub-Saharan Africa"
"2168","RWA","Rwanda","Male","UNESCO_UIS Database_Sep2007",2005,106743,"Sub-Saharan Africa"
"2169","RWA","Rwanda","Female","UNESCO_UIS Database_Sep2007",2003,89820,"Sub-Saharan Africa"
"2170","RWA","Rwanda","Female","UNESCO_UIS Database_Sep2007",2000,63654,"Sub-Saharan Africa"
"2171","SAU","Saudi Arabia","Female","UNESCO_UIS Database_Sep2007",2001,1240627,"Middle East & North Africa"
"2172","SAU","Saudi Arabia","Female","UNESCO_UIS Database_Sep2007",2002,1240627,"Middle East & North Africa"
"2173","SAU","Saudi Arabia","Female","UNESCO_UIS Database_Sep2007",2003,1240627,"Middle East & North Africa"
"2174","SAU","Saudi Arabia","Female","UNESCO_UIS Database_Sep2007",2004,1294491,"Middle East & North Africa"
"2175","SAU","Saudi Arabia","Female","UNESCO_UIS Database_Sep2007",2005,1314779,"Middle East & North Africa"
"2176","SAU","Saudi Arabia","Male","UNESCO_UIS Database_Sep2007",1999,1336319,"Middle East & North Africa"
"2177","SAU","Saudi Arabia","Male","UNESCO_UIS Database_Sep2007",2000,1336319,"Middle East & North Africa"
"2178","SAU","Saudi Arabia","Male","UNESCO_UIS Database_Sep2007",2001,1336319,"Middle East & North Africa"
"2179","SAU","Saudi Arabia","Male","UNESCO_UIS Database_Sep2007",2002,1336319,"Middle East & North Africa"
"2180","SAU","Saudi Arabia","Male","UNESCO_UIS Database_Sep2007",2003,1336319,"Middle East & North Africa"
"2181","SAU","Saudi Arabia","Male","UNESCO_UIS Database_Sep2007",2004,1390217,"Middle East & North Africa"
"2182","SAU","Saudi Arabia","Male","UNESCO_UIS Database_Sep2007",2005,1417470,"Middle East & North Africa"
"2183","SAU","Saudi Arabia","Female","UNESCO_UIS Database_Sep2007",1999,1240627,"Middle East & North Africa"
"2184","SAU","Saudi Arabia","Female","UNESCO_UIS Database_Sep2007",2000,1240627,"Middle East & North Africa"
"2185","SCG","Serbia and Montenegro","Female","UNESCO_UIS Database_Sep2007",1999,400707,"Europe & Central Asia"
"2186","SCG","Serbia and Montenegro","Female","UNESCO_UIS Database_Sep2007",2000,387431,"Europe & Central Asia"
"2187","SCG","Serbia and Montenegro","Female","UNESCO_UIS Database_Sep2007",2001,375538,"Europe & Central Asia"
"2188","SCG","Serbia and Montenegro","Female","UNESCO_UIS Database_Sep2007",2002,375538,"Europe & Central Asia"
"2189","SCG","Serbia and Montenegro","Female","UNESCO_UIS Database_Sep2007",2003,375538,"Europe & Central Asia"
"2190","SCG","Serbia and Montenegro","Female","UNESCO_UIS Database_Sep2007",2004,375538,"Europe & Central Asia"
"2191","SCG","Serbia and Montenegro","Female","UNESCO_UIS Database_Sep2007",2005,375538,"Europe & Central Asia"
"2192","SCG","Serbia and Montenegro","Male","UNESCO_UIS Database_Sep2007",1999,413249,"Europe & Central Asia"
"2193","SCG","Serbia and Montenegro","Male","UNESCO_UIS Database_Sep2007",2000,397095,"Europe & Central Asia"
"2194","SCG","Serbia and Montenegro","Male","UNESCO_UIS Database_Sep2007",2001,385870,"Europe & Central Asia"
"2195","SCG","Serbia and Montenegro","Male","UNESCO_UIS Database_Sep2007",2002,385870,"Europe & Central Asia"
"2196","SCG","Serbia and Montenegro","Male","UNESCO_UIS Database_Sep2007",2003,385870,"Europe & Central Asia"
"2197","SCG","Serbia and Montenegro","Male","UNESCO_UIS Database_Sep2007",2004,385870,"Europe & Central Asia"
"2198","SCG","Serbia and Montenegro","Male","UNESCO_UIS Database_Sep2007",2005,385870,"Europe & Central Asia"
"2199","SDN","Sudan","Female","UNESCO_UIS Database_Sep2007",1999,555445,"Sub-Saharan Africa"
"2200","SDN","Sudan","Female","UNESCO_UIS Database_Sep2007",2000,555445,"Sub-Saharan Africa"
"2201","SDN","Sudan","Female","UNESCO_UIS Database_Sep2007",2001,555445,"Sub-Saharan Africa"
"2202","SDN","Sudan","Female","UNESCO_UIS Database_Sep2007",2002,560121,"Sub-Saharan Africa"
"2203","SDN","Sudan","Female","UNESCO_UIS Database_Sep2007",2003,602084,"Sub-Saharan Africa"
"2204","SDN","Sudan","Female","UNESCO_UIS Database_Sep2007",2004,656880,"Sub-Saharan Africa"
"2205","SDN","Sudan","Male","UNESCO_UIS Database_Sep2007",1999,596109,"Sub-Saharan Africa"
"2206","SDN","Sudan","Male","UNESCO_UIS Database_Sep2007",2000,596109,"Sub-Saharan Africa"
"2207","SDN","Sudan","Male","UNESCO_UIS Database_Sep2007",2001,596109,"Sub-Saharan Africa"
"2208","SDN","Sudan","Male","UNESCO_UIS Database_Sep2007",2002,612611,"Sub-Saharan Africa"
"2209","SDN","Sudan","Male","UNESCO_UIS Database_Sep2007",2003,676549,"Sub-Saharan Africa"
"2210","SDN","Sudan","Male","UNESCO_UIS Database_Sep2007",2004,736898,"Sub-Saharan Africa"
"2211","SDN","Sudan","Male","UNESCO_UIS Database_Sep2007",2005,718579,"Sub-Saharan Africa"
"2212","SDN","Sudan","Female","UNESCO_UIS Database_Sep2007",2005,651156,"Sub-Saharan Africa"
"2213","SEN","Senegal","Female","UNESCO_UIS Database_Sep2007",2000,97935,"Sub-Saharan Africa"
"2214","SEN","Senegal","Female","UNESCO_UIS Database_Sep2007",2001,103039,"Sub-Saharan Africa"
"2215","SEN","Senegal","Female","UNESCO_UIS Database_Sep2007",2002,115486,"Sub-Saharan Africa"
"2216","SEN","Senegal","Female","UNESCO_UIS Database_Sep2007",2003,125904,"Sub-Saharan Africa"
"2217","SEN","Senegal","Female","UNESCO_UIS Database_Sep2007",2004,149843,"Sub-Saharan Africa"
"2218","SEN","Senegal","Female","UNESCO_UIS Database_Sep2007",2005,172331,"Sub-Saharan Africa"
"2219","SEN","Senegal","Male","UNESCO_UIS Database_Sep2007",1999,145098,"Sub-Saharan Africa"
"2220","SEN","Senegal","Male","UNESCO_UIS Database_Sep2007",2000,151612,"Sub-Saharan Africa"
"2221","SEN","Senegal","Male","UNESCO_UIS Database_Sep2007",2001,157699,"Sub-Saharan Africa"
"2222","SEN","Senegal","Male","UNESCO_UIS Database_Sep2007",2002,173777,"Sub-Saharan Africa"
"2223","SEN","Senegal","Male","UNESCO_UIS Database_Sep2007",2003,184055,"Sub-Saharan Africa"
"2224","SEN","Senegal","Male","UNESCO_UIS Database_Sep2007",2004,210173,"Sub-Saharan Africa"
"2225","SEN","Senegal","Female","UNESCO_UIS Database_Sep2007",1999,92356,"Sub-Saharan Africa"
"2226","SEN","Senegal","Male","UNESCO_UIS Database_Sep2007",2005,233568,"Sub-Saharan Africa"
"2227","SGP","Singapore","Female","UNESCO_UIS Database_Sep2007",1999,95658,"East Asia & Pacific"
"2228","SGP","Singapore","Female","UNESCO_UIS Database_Sep2007",2000,97360,"East Asia & Pacific"
"2229","SGP","Singapore","Female","UNESCO_UIS Database_Sep2007",2001,103063,"East Asia & Pacific"
"2230","SGP","Singapore","Female","UNESCO_UIS Database_Sep2007",2003,112574,"East Asia & Pacific"
"2231","SGP","Singapore","Female","UNESCO_UIS Database_Sep2007",2004,116306,"East Asia & Pacific"
"2232","SGP","Singapore","Female","UNESCO_UIS Database_Sep2007",2005,118357,"East Asia & Pacific"
"2233","SGP","Singapore","Female","UNESCO_UIS Database_Sep2007",2002,107019,"East Asia & Pacific"
"2234","SGP","Singapore","Male","UNESCO_UIS Database_Sep2007",2000,102849,"East Asia & Pacific"
"2235","SGP","Singapore","Male","UNESCO_UIS Database_Sep2007",2001,108394,"East Asia & Pacific"
"2236","SGP","Singapore","Male","UNESCO_UIS Database_Sep2007",2002,112359,"East Asia & Pacific"
"2237","SGP","Singapore","Male","UNESCO_UIS Database_Sep2007",1999,101435,"East Asia & Pacific"
"2238","SGP","Singapore","Male","UNESCO_UIS Database_Sep2007",2004,121909,"East Asia & Pacific"
"2239","SGP","Singapore","Male","UNESCO_UIS Database_Sep2007",2005,123607,"East Asia & Pacific"
"2240","SGP","Singapore","Male","UNESCO_UIS Database_Sep2007",2003,118411,"East Asia & Pacific"
"2241","SLB","Solomon Islands","Female","UNESCO_UIS Database_Sep2007",1999,6805,"East Asia & Pacific"
"2242","SLB","Solomon Islands","Female","UNESCO_UIS Database_Sep2007",2000,5697,"East Asia & Pacific"
"2243","SLB","Solomon Islands","Female","UNESCO_UIS Database_Sep2007",2002,9305,"East Asia & Pacific"
"2244","SLB","Solomon Islands","Female","UNESCO_UIS Database_Sep2007",2003,9376,"East Asia & Pacific"
"2245","SLB","Solomon Islands","Female","UNESCO_UIS Database_Sep2007",2004,9641,"East Asia & Pacific"
"2246","SLB","Solomon Islands","Female","UNESCO_UIS Database_Sep2007",2001,7085,"East Asia & Pacific"
"2247","SLB","Solomon Islands","Male","UNESCO_UIS Database_Sep2007",1999,9771,"East Asia & Pacific"
"2248","SLB","Solomon Islands","Male","UNESCO_UIS Database_Sep2007",2000,7830,"East Asia & Pacific"
"2249","SLB","Solomon Islands","Male","UNESCO_UIS Database_Sep2007",2001,9395,"East Asia & Pacific"
"2250","SLB","Solomon Islands","Female","UNESCO_UIS Database_Sep2007",2005,9781,"East Asia & Pacific"
"2251","SLB","Solomon Islands","Male","UNESCO_UIS Database_Sep2007",2003,12509,"East Asia & Pacific"
"2252","SLB","Solomon Islands","Male","UNESCO_UIS Database_Sep2007",2004,12516,"East Asia & Pacific"
"2253","SLB","Solomon Islands","Male","UNESCO_UIS Database_Sep2007",2005,12706,"East Asia & Pacific"
"2254","SLB","Solomon Islands","Male","UNESCO_UIS Database_Sep2007",2002,12395,"East Asia & Pacific"
"2255","SLE","Sierra Leone","Female","UNESCO_UIS Database_Sep2007",1999,64711,"Sub-Saharan Africa"
"2256","SLE","Sierra Leone","Female","UNESCO_UIS Database_Sep2007",2000,64711,"Sub-Saharan Africa"
"2257","SLE","Sierra Leone","Female","UNESCO_UIS Database_Sep2007",2001,64711,"Sub-Saharan Africa"
"2258","SLE","Sierra Leone","Female","UNESCO_UIS Database_Sep2007",2002,64711,"Sub-Saharan Africa"
"2259","SLE","Sierra Leone","Female","UNESCO_UIS Database_Sep2007",2003,64711,"Sub-Saharan Africa"
"2260","SLE","Sierra Leone","Female","UNESCO_UIS Database_Sep2007",2004,64711,"Sub-Saharan Africa"
"2261","SLE","Sierra Leone","Female","UNESCO_UIS Database_Sep2007",2005,64711,"Sub-Saharan Africa"
"2262","SLE","Sierra Leone","Male","UNESCO_UIS Database_Sep2007",1999,90856,"Sub-Saharan Africa"
"2263","SLE","Sierra Leone","Male","UNESCO_UIS Database_Sep2007",2000,90856,"Sub-Saharan Africa"
"2264","SLE","Sierra Leone","Male","UNESCO_UIS Database_Sep2007",2001,90856,"Sub-Saharan Africa"
"2265","SLE","Sierra Leone","Male","UNESCO_UIS Database_Sep2007",2002,90856,"Sub-Saharan Africa"
"2266","SLE","Sierra Leone","Male","UNESCO_UIS Database_Sep2007",2004,90856,"Sub-Saharan Africa"
"2267","SLE","Sierra Leone","Male","UNESCO_UIS Database_Sep2007",2005,90856,"Sub-Saharan Africa"
"2268","SLE","Sierra Leone","Male","UNESCO_UIS Database_Sep2007",2003,90856,"Sub-Saharan Africa"
"2269","SLV","El Salvador","Male","UNESCO_UIS Database_Sep2007",1999,207907,"Latin America & Caribbean"
"2270","SLV","El Salvador","Female","UNESCO_UIS Database_Sep2007",2001,215660,"Latin America & Caribbean"
"2271","SLV","El Salvador","Male","UNESCO_UIS Database_Sep2007",2000,213924,"Latin America & Caribbean"
"2272","SLV","El Salvador","Female","UNESCO_UIS Database_Sep2007",2005,262054,"Latin America & Caribbean"
"2273","SLV","El Salvador","Female","UNESCO_UIS Database_Sep2007",2002,228566,"Latin America & Caribbean"
"2274","SLV","El Salvador","Female","UNESCO_UIS Database_Sep2007",2003,243634,"Latin America & Caribbean"
"2275","SLV","El Salvador","Female","UNESCO_UIS Database_Sep2007",2004,259562,"Latin America & Caribbean"
"2276","SLV","El Salvador","Male","UNESCO_UIS Database_Sep2007",2001,219911,"Latin America & Caribbean"
"2277","SLV","El Salvador","Female","UNESCO_UIS Database_Sep2007",1999,198091,"Latin America & Caribbean"
"2278","SLV","El Salvador","Male","UNESCO_UIS Database_Sep2007",2002,232649,"Latin America & Caribbean"
"2279","SLV","El Salvador","Male","UNESCO_UIS Database_Sep2007",2003,244881,"Latin America & Caribbean"
"2280","SLV","El Salvador","Female","UNESCO_UIS Database_Sep2007",2000,207035,"Latin America & Caribbean"
"2281","SLV","El Salvador","Male","UNESCO_UIS Database_Sep2007",2005,262148,"Latin America & Caribbean"
"2282","SLV","El Salvador","Male","UNESCO_UIS Database_Sep2007",2004,260770,"Latin America & Caribbean"
"2283","SMR","San Marino","Male","UNESCO_UIS Database_Sep2007",2005,501,"Europe & Central Asia"
"2284","SMR","San Marino","Male","UNESCO_UIS Database_Sep2007",2004,501,"Europe & Central Asia"
"2285","SMR","San Marino","Female","UNESCO_UIS Database_Sep2007",2000,487,"Europe & Central Asia"
"2286","SMR","San Marino","Female","UNESCO_UIS Database_Sep2007",2001,487,"Europe & Central Asia"
"2287","SMR","San Marino","Female","UNESCO_UIS Database_Sep2007",2002,487,"Europe & Central Asia"
"2288","SMR","San Marino","Female","UNESCO_UIS Database_Sep2007",2003,487,"Europe & Central Asia"
"2289","SMR","San Marino","Female","UNESCO_UIS Database_Sep2007",2004,487,"Europe & Central Asia"
"2290","SMR","San Marino","Female","UNESCO_UIS Database_Sep2007",2005,487,"Europe & Central Asia"
"2291","SMR","San Marino","Male","UNESCO_UIS Database_Sep2007",1999,501,"Europe & Central Asia"
"2292","SMR","San Marino","Male","UNESCO_UIS Database_Sep2007",2000,501,"Europe & Central Asia"
"2293","SMR","San Marino","Male","UNESCO_UIS Database_Sep2007",2001,501,"Europe & Central Asia"
"2294","SMR","San Marino","Male","UNESCO_UIS Database_Sep2007",2002,501,"Europe & Central Asia"
"2295","SMR","San Marino","Male","UNESCO_UIS Database_Sep2007",2003,501,"Europe & Central Asia"
"2296","SMR","San Marino","Female","UNESCO_UIS Database_Sep2007",1999,487,"Europe & Central Asia"
"2297","STP","Sao Tome and Principe","Female","UNESCO_UIS Database_Sep2007",2000,3345,"Sub-Saharan Africa"
"2298","STP","Sao Tome and Principe","Female","UNESCO_UIS Database_Sep2007",2001,3345,"Sub-Saharan Africa"
"2299","STP","Sao Tome and Principe","Female","UNESCO_UIS Database_Sep2007",2002,3345,"Sub-Saharan Africa"
"2300","STP","Sao Tome and Principe","Female","UNESCO_UIS Database_Sep2007",2003,3611,"Sub-Saharan Africa"
"2301","STP","Sao Tome and Principe","Female","UNESCO_UIS Database_Sep2007",2004,3748,"Sub-Saharan Africa"
"2302","STP","Sao Tome and Principe","Female","UNESCO_UIS Database_Sep2007",2005,4137,"Sub-Saharan Africa"
"2303","STP","Sao Tome and Principe","Male","UNESCO_UIS Database_Sep2007",1999,4022,"Sub-Saharan Africa"
"2304","STP","Sao Tome and Principe","Male","UNESCO_UIS Database_Sep2007",2000,4022,"Sub-Saharan Africa"
"2305","STP","Sao Tome and Principe","Male","UNESCO_UIS Database_Sep2007",2001,4022,"Sub-Saharan Africa"
"2306","STP","Sao Tome and Principe","Male","UNESCO_UIS Database_Sep2007",2002,4022,"Sub-Saharan Africa"
"2307","STP","Sao Tome and Principe","Male","UNESCO_UIS Database_Sep2007",2003,3142,"Sub-Saharan Africa"
"2308","STP","Sao Tome and Principe","Male","UNESCO_UIS Database_Sep2007",2004,3675,"Sub-Saharan Africa"
"2309","STP","Sao Tome and Principe","Male","UNESCO_UIS Database_Sep2007",2005,3954,"Sub-Saharan Africa"
"2310","STP","Sao Tome and Principe","Female","UNESCO_UIS Database_Sep2007",1999,3345,"Sub-Saharan Africa"
"2311","SUR","Suriname","Female","UNESCO_UIS Database_Sep2007",1999,22231,"Latin America & Caribbean"
"2312","SUR","Suriname","Female","UNESCO_UIS Database_Sep2007",2000,22231,"Latin America & Caribbean"
"2313","SUR","Suriname","Female","UNESCO_UIS Database_Sep2007",2002,24180,"Latin America & Caribbean"
"2314","SUR","Suriname","Female","UNESCO_UIS Database_Sep2007",2003,23091,"Latin America & Caribbean"
"2315","SUR","Suriname","Female","UNESCO_UIS Database_Sep2007",2004,25553,"Latin America & Caribbean"
"2316","SUR","Suriname","Female","UNESCO_UIS Database_Sep2007",2001,22231,"Latin America & Caribbean"
"2317","SUR","Suriname","Male","UNESCO_UIS Database_Sep2007",1999,19643,"Latin America & Caribbean"
"2318","SUR","Suriname","Male","UNESCO_UIS Database_Sep2007",2000,19643,"Latin America & Caribbean"
"2319","SUR","Suriname","Male","UNESCO_UIS Database_Sep2007",2001,19643,"Latin America & Caribbean"
"2320","SUR","Suriname","Male","UNESCO_UIS Database_Sep2007",2002,18073,"Latin America & Caribbean"
"2321","SUR","Suriname","Male","UNESCO_UIS Database_Sep2007",2003,17909,"Latin America & Caribbean"
"2322","SUR","Suriname","Male","UNESCO_UIS Database_Sep2007",2004,20265,"Latin America & Caribbean"
"2323","SUR","Suriname","Male","UNESCO_UIS Database_Sep2007",2005,20265,"Latin America & Caribbean"
"2324","SUR","Suriname","Female","UNESCO_UIS Database_Sep2007",2005,25553,"Latin America & Caribbean"
"2325","SVK","Slovakia","Female","UNESCO_UIS Database_Sep2007",1999,333867,"Europe & Central Asia"
"2326","SVK","Slovakia","Female","UNESCO_UIS Database_Sep2007",2000,331853,"Europe & Central Asia"
"2327","SVK","Slovakia","Female","UNESCO_UIS Database_Sep2007",2002,327706,"Europe & Central Asia"
"2328","SVK","Slovakia","Female","UNESCO_UIS Database_Sep2007",2003,328957,"Europe & Central Asia"
"2329","SVK","Slovakia","Female","UNESCO_UIS Database_Sep2007",2004,331813,"Europe & Central Asia"
"2330","SVK","Slovakia","Female","UNESCO_UIS Database_Sep2007",2001,326908,"Europe & Central Asia"
"2331","SVK","Slovakia","Male","UNESCO_UIS Database_Sep2007",1999,340538,"Europe & Central Asia"
"2332","SVK","Slovakia","Male","UNESCO_UIS Database_Sep2007",2000,339817,"Europe & Central Asia"
"2333","SVK","Slovakia","Male","UNESCO_UIS Database_Sep2007",2001,336647,"Europe & Central Asia"
"2334","SVK","Slovakia","Female","UNESCO_UIS Database_Sep2007",2005,325724,"Europe & Central Asia"
"2335","SVK","Slovakia","Male","UNESCO_UIS Database_Sep2007",2005,336935,"Europe & Central Asia"
"2336","SVK","Slovakia","Male","UNESCO_UIS Database_Sep2007",2002,338532,"Europe & Central Asia"
"2337","SVK","Slovakia","Male","UNESCO_UIS Database_Sep2007",2003,340621,"Europe & Central Asia"
"2338","SVK","Slovakia","Male","UNESCO_UIS Database_Sep2007",2004,341899,"Europe & Central Asia"
"2339","SVN","Slovenia","Male","UNESCO_UIS Database_Sep2007",2002,112822,"Europe & Central Asia"
"2340","SVN","Slovenia","Female","UNESCO_UIS Database_Sep2007",1999,108828,"Europe & Central Asia"
"2341","SVN","Slovenia","Female","UNESCO_UIS Database_Sep2007",2000,108326,"Europe & Central Asia"
"2342","SVN","Slovenia","Female","UNESCO_UIS Database_Sep2007",2001,110850,"Europe & Central Asia"
"2343","SVN","Slovenia","Female","UNESCO_UIS Database_Sep2007",2002,107982,"Europe & Central Asia"
"2344","SVN","Slovenia","Female","UNESCO_UIS Database_Sep2007",2003,105854,"Europe & Central Asia"
"2345","SVN","Slovenia","Female","UNESCO_UIS Database_Sep2007",2004,91578,"Europe & Central Asia"
"2346","SVN","Slovenia","Female","UNESCO_UIS Database_Sep2007",2005,88277,"Europe & Central Asia"
"2347","SVN","Slovenia","Male","UNESCO_UIS Database_Sep2007",1999,111205,"Europe & Central Asia"
"2348","SVN","Slovenia","Male","UNESCO_UIS Database_Sep2007",2000,109925,"Europe & Central Asia"
"2349","SVN","Slovenia","Male","UNESCO_UIS Database_Sep2007",2003,111733,"Europe & Central Asia"
"2350","SVN","Slovenia","Male","UNESCO_UIS Database_Sep2007",2004,96239,"Europe & Central Asia"
"2351","SVN","Slovenia","Male","UNESCO_UIS Database_Sep2007",2005,93022,"Europe & Central Asia"
"2352","SVN","Slovenia","Male","UNESCO_UIS Database_Sep2007",2001,113897,"Europe & Central Asia"
"2353","SWE","Sweden","Female","UNESCO_UIS Database_Sep2007",2004,352072,"Europe & Central Asia"
"2354","SWE","Sweden","Female","UNESCO_UIS Database_Sep2007",1999,527991,"Europe & Central Asia"
"2355","SWE","Sweden","Female","UNESCO_UIS Database_Sep2007",2000,509767,"Europe & Central Asia"
"2356","SWE","Sweden","Female","UNESCO_UIS Database_Sep2007",2001,505328,"Europe & Central Asia"
"2357","SWE","Sweden","Female","UNESCO_UIS Database_Sep2007",2002,499875,"Europe & Central Asia"
"2358","SWE","Sweden","Female","UNESCO_UIS Database_Sep2007",2005,357176,"Europe & Central Asia"
"2359","SWE","Sweden","Male","UNESCO_UIS Database_Sep2007",1999,435927,"Europe & Central Asia"
"2360","SWE","Sweden","Male","UNESCO_UIS Database_Sep2007",2000,423902,"Europe & Central Asia"
"2361","SWE","Sweden","Male","UNESCO_UIS Database_Sep2007",2001,423096,"Europe & Central Asia"
"2362","SWE","Sweden","Male","UNESCO_UIS Database_Sep2007",2002,434733,"Europe & Central Asia"
"2363","SWE","Sweden","Male","UNESCO_UIS Database_Sep2007",2003,432674,"Europe & Central Asia"
"2364","SWE","Sweden","Male","UNESCO_UIS Database_Sep2007",2004,359726,"Europe & Central Asia"
"2365","SWE","Sweden","Male","UNESCO_UIS Database_Sep2007",2005,378318,"Europe & Central Asia"
"2366","SWE","Sweden","Female","UNESCO_UIS Database_Sep2007",2003,485304,"Europe & Central Asia"
"2367","SWZ","Swaziland","Female","UNESCO_UIS Database_Sep2007",1999,30825,"Sub-Saharan Africa"
"2368","SWZ","Swaziland","Female","UNESCO_UIS Database_Sep2007",2001,31126,"Sub-Saharan Africa"
"2369","SWZ","Swaziland","Female","UNESCO_UIS Database_Sep2007",2002,31620,"Sub-Saharan Africa"
"2370","SWZ","Swaziland","Female","UNESCO_UIS Database_Sep2007",2003,31317,"Sub-Saharan Africa"
"2371","SWZ","Swaziland","Female","UNESCO_UIS Database_Sep2007",2000,30250,"Sub-Saharan Africa"
"2372","SWZ","Swaziland","Male","UNESCO_UIS Database_Sep2007",2000,30003,"Sub-Saharan Africa"
"2373","SWZ","Swaziland","Female","UNESCO_UIS Database_Sep2007",2004,33215,"Sub-Saharan Africa"
"2374","SWZ","Swaziland","Female","UNESCO_UIS Database_Sep2007",2005,33264,"Sub-Saharan Africa"
"2375","SWZ","Swaziland","Male","UNESCO_UIS Database_Sep2007",1999,30726,"Sub-Saharan Africa"
"2376","SWZ","Swaziland","Male","UNESCO_UIS Database_Sep2007",2004,34481,"Sub-Saharan Africa"
"2377","SWZ","Swaziland","Male","UNESCO_UIS Database_Sep2007",2001,30151,"Sub-Saharan Africa"
"2378","SWZ","Swaziland","Male","UNESCO_UIS Database_Sep2007",2002,31056,"Sub-Saharan Africa"
"2379","SWZ","Swaziland","Male","UNESCO_UIS Database_Sep2007",2003,31084,"Sub-Saharan Africa"
"2380","SWZ","Swaziland","Male","UNESCO_UIS Database_Sep2007",2005,34585,"Sub-Saharan Africa"
"2381","SYC","Seychelles","Female","UNESCO_UIS Database_Sep2007",2000,3914,"Sub-Saharan Africa"
"2382","SYC","Seychelles","Female","UNESCO_UIS Database_Sep2007",2001,3813,"Sub-Saharan Africa"
"2383","SYC","Seychelles","Female","UNESCO_UIS Database_Sep2007",2002,3758,"Sub-Saharan Africa"
"2384","SYC","Seychelles","Female","UNESCO_UIS Database_Sep2007",1999,3905,"Sub-Saharan Africa"
"2385","SYC","Seychelles","Female","UNESCO_UIS Database_Sep2007",2004,3755,"Sub-Saharan Africa"
"2386","SYC","Seychelles","Female","UNESCO_UIS Database_Sep2007",2005,3624,"Sub-Saharan Africa"
"2387","SYC","Seychelles","Male","UNESCO_UIS Database_Sep2007",1999,3883,"Sub-Saharan Africa"
